DMRC,Digimarc Corporation,25.95,$273.06M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dmrc
DRAD,Digirad Corporation,5.25,$103.32M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/drad
DGLY,"Digital Ally, Inc.",4.65,$25.01M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/dgly
APPS,"Digital Turbine, Inc.",0.82,$54.64M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/apps
DCOM,"Dime Community Bancshares, Inc.",21.75,$814.66M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/dcom
DMTX,"Dimension Therapeutics, Inc.",1.675,$41.95M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dmtx
DIOD,Diodes Incorporated,24.84,$1.2B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/diod
DPRX,"Dipexium Pharmaceuticals, Inc.",1.2,$13.34M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dprx
DISCA,"Discovery Communications, Inc.",29.27,$11.38B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disca
DISCB,"Discovery Communications, Inc.",29.6,$11.5B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/discb
DISCK,"Discovery Communications, Inc.",28.55,$11.1B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disck
DISH,DISH Network Corporation,62.54,$29.1B,1995,Consumer Services,Television Services,http://www.nasdaq.com/symbol/dish
DVCR,Diversicare Healthcare Services Inc.,9.55,$60.74M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dvcr
SAUC,"Diversified Restaurant Holdings, Inc.",1.75,$46.67M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sauc
DLHC,DLH Holdings Corp.,5.63,$63.29M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/dlhc
BOOM,DMC Global Inc.,15.6,$225.92M,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/boom
DNBF,DNB Financial Corp,34.4,$145.49M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dnbf
DLTR,"Dollar Tree, Inc.",79.41,$18.75B,1995,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dltr
DGICA,"Donegal Group, Inc.",16.9,$453.06M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgica
DGICB,"Donegal Group, Inc.",16.1,$431.61M,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgicb
DMLP,"Dorchester Minerals, L.P.",16.8,$515.35M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dmlp
DORM,"Dorman Products, Inc.",76.98,$2.66B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dorm
EAGL,Double Eagle Acquisition Corp.,10.05,$628.13M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eagl
EAGLU,Double Eagle Acquisition Corp.,10.54,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eaglu
EAGLW,Double Eagle Acquisition Corp.,0.52,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eaglw
DRWI,DragonWave Inc,1.35,$8.44M,2009,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/drwi
DRYS,DryShips Inc.,2.24,$81.21M,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/drys
DSPG,"DSP Group, Inc.",10.55,$228.12M,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/dspg
DLTH,Duluth Holdings Inc.,21.51,$696.4M,2015,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dlth
DNKN,"Dunkin&#39; Brands Group, Inc.",54.69,$5.03B,2011,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dnkn
DRRX,DURECT Corporation,0.98,$135.81M,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drrx
DXPE,"DXP Enterprises, Inc.",34.46,$597.41M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dxpe
DYSL,Dynasil Corporation of America,1.25,$21.2M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dysl
DYNT,Dynatronics Corporation,2.7,$8.2M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/dynt
DVAX,Dynavax Technologies Corporation,4.05,$156.04M,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dvax
ETFC,E*TRADE Financial Corporation,36.79,$10.11B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/etfc
EBMT,"Eagle Bancorp Montana, Inc.",20.05,$76.42M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ebmt
EGBN,"Eagle Bancorp, Inc.",62.45,$2.12B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/egbn
EGLE,Eagle Bulk Shipping Inc.,5.4,$379.66M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/egle
EGRX,"Eagle Pharmaceuticals, Inc.",75.93,$1.18B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/egrx
ELNK,EarthLink Holdings Corp.,5.63,$641.82M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/elnk
EWBC,"East West Bancorp, Inc.",53.68,$7.74B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ewbc
EACQ,Easterly Acquisition Corp.,9.95,$248.75M,2015,Capital Goods,Building Products,http://www.nasdaq.com/symbol/eacq
EACQU,Easterly Acquisition Corp.,10.06,n/a,2015,Capital Goods,Building Products,http://www.nasdaq.com/symbol/eacqu
EACQW,Easterly Acquisition Corp.,0.3,n/a,2015,Capital Goods,Building Products,http://www.nasdaq.com/symbol/eacqw
EML,Eastern Company (The),19.5,$121.96M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/eml
EVBS,"Eastern Virginia Bankshares, Inc.",10.77,$141.27M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/evbs
EVGBC,Eaton Vance NextShares Trust,100.03,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evgbc
EVSTC,Eaton Vance NextShares Trust,99.99,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evstc
EVLMC,Eaton Vance NextShares Trust II,100.06,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evlmc
EBAY,eBay Inc.,34.06,$37.02B,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ebay
EBAYL,eBay Inc.,25.83,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ebayl
EBIX,"Ebix, Inc.",59.95,$1.94B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ebix
ELON,Echelon Corporation,4.813,$21.33M,1998,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/elon
ECHO,"Echo Global Logistics, Inc.",22.75,$664.9M,2009,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/echo
SATS,EchoStar Corporation,56.25,$5.29B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sats
EEI,"Ecology and Environment, Inc.",9.995,$42.92M,1987,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/eei
ESES,"Eco-Stim Energy Solutions, Inc.",1.04,$14.99M,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/eses
EDAP,EDAP TMS S.A.,2.87,$82.45M,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/edap
EDGE,"Edge Therapeutics, Inc.",10.09,$291.78M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/edge
EDGW,"Edgewater Technology, Inc.",6.92,$89.13M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/edgw
EDIT,"Editas Medicine, Inc.",23.54,$862.88M,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/edit
EDUC,Educational Development Corporation,9.65,$39.39M,n/a,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/educ
EGAN,eGain Corporation,1.8,$48.79M,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/egan
EGLT,Egalet Corporation,4.93,$124.18M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eglt
EHTH,"eHealth, Inc.",12.39,$227.25M,2006,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ehth
EIGR,"Eiger BioPharmaceuticals, Inc.",11.05,$92.34M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/eigr
EKSO,"Ekso Bionics Holdings, Inc.",3.58,$78.33M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ekso
LOCO,"El Pollo Loco Holdings, Inc.",12.65,$486.69M,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/loco
EMITF,Elbit Imaging Ltd.,3.28,$30.15M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/emitf
ESLT,Elbit Systems Ltd.,117.82,$5.04B,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/eslt
ERI,"Eldorado Resorts, Inc.",16.1,$758.4M,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/eri
ESIO,"Electro Scientific Industries, Inc.",6.69,$218.57M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esio
EA,Electronic Arts Inc.,86.54,$26.68B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ea
EFII,"Electronics for Imaging, Inc.",47.28,$2.2B,1992,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/efii
ELSE,"Electro-Sensors, Inc.",4.0086,$13.61M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/else
ELEC,Electrum Special Acquisition Corporation,10,$250M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/elec
ELECU,Electrum Special Acquisition Corporation,10.65,$266.25M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/elecu
ELECW,Electrum Special Acquisition Corporation,0.45,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/elecw
EBIO,"Eleven Biotherapeutics, Inc.",1.95,$47.26M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ebio
DWAC,Elkhorn Commodity Rotation Strategy ETF,24.75,$6.19M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwac
CAPX,Elkhorn S&P 500 Capital Expenditures Portfolio,27.3929,$2.85M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/capx
ESBK,Elmira Savings Bank NY (The),21.499,$58.15M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/esbk
ELTK,Eltek Ltd.,0.81,$8.22M,1997,Technology,Electrical Products,http://www.nasdaq.com/symbol/eltk
EMCI,EMC Insurance Group Inc.,28.29,$600.39M,1982,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/emci
EMCF,Emclaire Financial Corp,27.8,$59.84M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/emcf
EMKR,EMCORE Corporation,9.4,$249.89M,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/emkr
EMMS,Emmis Communications Corporation,2.92,$36.2M,1994,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/emms
NYNY,"Empire Resorts, Inc.",23.05,$718.14M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/nyny
ERS,"Empire Resources, Inc.",5.61,$47.14M,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/ers
ENTA,"Enanta Pharmaceuticals, Inc.",27.72,$527.82M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/enta
ECPG,Encore Capital Group Inc,35.15,$899.78M,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/ecpg
WIRE,Encore Wire Corporation,47.9,$992.72M,1992,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/wire
ENDP,Endo International plc,13.15,$2.93B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/endp
ECYT,"Endocyte, Inc.",2.04,$86.23M,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ecyt
ELGX,"Endologix, Inc.",6.45,$533.89M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/elgx
NDRAU,ENDRA Life Sciences Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ndrau
EIGI,"Endurance International Group Holdings, Inc.",9.2,$1.24B,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/eigi
WATT,Energous Corporation,14.84,$283.9M,2014,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/watt
EFOI,"Energy Focus, Inc.",3.68,$43.09M,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/efoi
ERII,"Energy Recovery, Inc.",8.42,$440.8M,2008,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/erii
ENOC,"EnerNOC, Inc.",5.65,$174.62M,2007,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/enoc
ENG,ENGlobal Corporation,2.1805,$59.67M,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/eng
ENPH,"Enphase Energy, Inc.",1.86,$115.15M,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/enph
ESGR,Enstar Group Limited,193.45,$3.74B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/esgr
ENFC,Entegra Financial Corp.,23.15,$149.72M,2014,Finance,Banks,http://www.nasdaq.com/symbol/enfc
ENTG,"Entegris, Inc.",21.75,$3.07B,2000,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/entg
ENTL,"Entellus Medical, Inc.",13.67,$299.07M,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/entl
ETRM,EnteroMedics Inc.,5.98,$23.65M,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/etrm
EBTC,Enterprise Bancorp Inc,34.21,$392.59M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ebtc
EFSC,Enterprise Financial Services Corporation,45.25,$1.05B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/efsc
EGT,Entertainment Gaming Asia Incorporated,1.545,$22.35M,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/egt
ENZY          ,Enzymotec Ltd.,9.15,$208.15M,2013,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/enzy
EPZM,"Epizyme, Inc.",12.15,$704.84M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/epzm
PLUS,ePlus inc.,127.2,$900.64M,1996,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/plus
EQIX,"Equinix, Inc.",379.64,$27.1B,2000,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqix
EQFN,Equitable Financial Corp.,10.15,$34.42M,2015,Finance,Savings Institutions,http://www.nasdaq.com/symbol/eqfn
EQBK,"Equity Bancshares, Inc.",32.92,$384.52M,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/eqbk
ERIC,Ericsson,6.45,$21.09B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/eric
ERIE,Erie Indemnity Company,119.98,$6.27B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/erie
ESCA,"Escalade, Incorporated",13.05,$186.64M,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/esca
ESPR,"Esperion Therapeutics, Inc.",24.29,$547.87M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/espr
ESSA,"ESSA Bancorp, Inc.",16.48,$189.49M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/essa
EPIX,ESSA Pharma Inc.,2.3027,$67M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/epix
ESND,Essendant Inc.,21.75,$804.06M,n/a,Consumer Services,Paper,http://www.nasdaq.com/symbol/esnd
ETSY,"Etsy, Inc.",12.72,$1.47B,2015,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/etsy
CLWT,Euro Tech Holdings Company Limited,3.65,$7.53M,1997,Consumer Durables,Diversified Electronic Products,http://www.nasdaq.com/symbol/clwt
EEFT,"Euronet Worldwide, Inc.",83.45,$4.36B,1997,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/eeft
ESEA,Euroseas Ltd.,1.37,$14.96M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/esea
EVEP,"EV Energy Partners, L.P.",1.67,$81.92M,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/evep
EVBG,"Everbridge, Inc.",19.15,$519.89M,2016,n/a,n/a,http://www.nasdaq.com/symbol/evbg
EVK,"Ever-Glory International Group, Inc.",2.9,$42.89M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/evk
MRAM,"Everspin Technologies, Inc.",10.15,$126.86M,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/mram
EVLV,EVINE Live Inc.,1.29,$84.04M,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/evlv
EVGN,Evogene Ltd.,5.35,$136.21M,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/evgn
EVOK,"Evoke Pharma, Inc.",3.1,$38.29M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/evok
EVOL,"Evolving Systems, Inc.",4.7,$55.96M,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/evol
EXA,Exa Corporation,15.79,$234.51M,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/exa
EXAS,Exact Sciences Corporation,21.42,$2.37B,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/exas
EXAC,"Exactech, Inc.",24.6,$348.95M,1996,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/exac
EXEL,"Exelixis, Inc.",21.69,$6.21B,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/exel
EXFO,EXFO Inc,5.4,$123.8M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/exfo
EXLS,"ExlService Holdings, Inc.",47.56,$1.59B,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/exls
EXPE,"Expedia, Inc.",119.16,$17.85B,n/a,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/expe
EXPD,"Expeditors International of Washington, Inc.",56.7,$10.21B,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/expd
EXPO,"Exponent, Inc.",58.1,$1.49B,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/expo
ESRX,Express Scripts Holding Company,71.55,$43.34B,1992,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/esrx
XOG,"Extraction Oil & Gas, Inc.",17.46,$3B,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/xog
EXTR,"Extreme Networks, Inc.",6.44,$696.62M,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/extr
EYEG,"Eyegate Pharmaceuticals, Inc.",2.85,$29.17M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eyeg
EYEGW,"Eyegate Pharmaceuticals, Inc.",0.36,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eyegw
EZPW,"EZCORP, Inc.",8.95,$485.91M,1991,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/ezpw
FFIV,"F5 Networks, Inc.",144.41,$9.36B,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ffiv
FB,"Facebook, Inc.",135.44,$391.42B,2012,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fb
FRP,"FairPoint Communications, Inc.",16.3,$441.3M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/frp
FALC,"FalconStor Software, Inc.",0.6298,$27.49M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/falc
DAVE,"Famous Dave&#39;s of America, Inc.",5.8,$40.35M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dave
FANH,Fanhua Inc.,9.61,$555.01M,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/fanh
FARM,Farmer Brothers Company,32.95,$554.33M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/farm
FFKT,Farmers Capital Bank Corporation,40.4,$303.4M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffkt
FMNB,Farmers National Banc Corp.,14,$378.67M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmnb
FARO,"FARO Technologies, Inc.",35.1,$585.5M,1997,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/faro
FAST,Fastenal Company,50.1,$14.49B,1987,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/fast
FATE,"Fate Therapeutics, Inc.",4.07,$168.44M,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/fate
FBSS,"Fauquier Bankshares, Inc.",17.69,$66.4M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbss
FBRC,FBR & Co,18.25,$129.17M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/fbrc
FNHC,Federated National Holding Company,20.14,$277.97M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/fnhc
FHCO,Female Health Company (The),1.06,$33.22M,n/a,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/fhco
FENX,"Fenix Parts, Inc.",1.98,$39.88M,2015,Consumer Services,Motor Vehicles,http://www.nasdaq.com/symbol/fenx
GSM,Ferroglobe PLC,10.96,$1.88B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/gsm
FCSC,Fibrocell Science Inc,0.7,$30.86M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fcsc
FGEN,"FibroGen, Inc",23.6,$1.49B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fgen
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,229.7808,$758.28M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oneq
LION,Fidelity Southern Corporation,24.08,$629.44M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lion
FDUS,Fidus Investment Corporation,16.73,$375.29M,2011,n/a,n/a,http://www.nasdaq.com/symbol/fdus
FRGI,"Fiesta Restaurant Group, Inc.",26.35,$708.54M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/frgi
FSAM,Fifth Street Asset Management Inc.,5.35,$264.61M,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/fsam
FSC,Fifth Street Finance Corp.,4.59,$647.01M,2008,n/a,n/a,http://www.nasdaq.com/symbol/fsc
FSCFL,Fifth Street Finance Corp.,25.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fscfl
FSFR,Fifth Street Senior Floating Rate Corp.,9.09,$267.85M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fsfr
FITB,Fifth Third Bancorp,27.32,$20.5B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fitb
FITBI,Fifth Third Bancorp,29,$522M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fitbi
FNGN,"Financial Engines, Inc.",42.45,$2.64B,2010,Finance,Investment Managers,http://www.nasdaq.com/symbol/fngn
FISI,"Financial Institutions, Inc.",35.3,$513.19M,1999,Finance,Major Banks,http://www.nasdaq.com/symbol/fisi
FNSR,Finisar Corporation,34.2,$3.79B,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/fnsr
FNJN,"Finjan Holdings, Inc.",1.4086,$32.26M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/fnjn
FNTEU,FinTech Acquisition Corp. II,10.11,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/fnteu
FEYE,"FireEye, Inc.",11.24,$1.92B,2013,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/feye
FBNC,First Bancorp,30.88,$641.94M,1987,Finance,Major Banks,http://www.nasdaq.com/symbol/fbnc
FNLC,"First Bancorp, Inc (ME)",27.7,$298.93M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fnlc
FRBA,First Bank,14.3,$112.78M,2013,n/a,n/a,http://www.nasdaq.com/symbol/frba
BUSE,First Busey Corporation,31.32,$1.2B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/buse
FBIZ,"First Business Financial Services, Inc.",25.64,$223.47M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbiz
FCAP,"First Capital, Inc.",33,$110.14M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fcap
FCFS,"First Cash, Inc.",44.15,$2.14B,1991,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/fcfs
FCNCA,"First Citizens BancShares, Inc.",362.6,$4.35B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcnca
FCBC,"First Community Bancshares, Inc.",27.47,$466.83M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcbc
FCCO,First Community Corporation,20.8,$139.43M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcco
FCFP,"First Community Financial Partners, Inc.",13.35,$230.19M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcfp
FBNK,"First Connecticut Bancorp, Inc.",24.3,$386.31M,2011,Finance,Banks,http://www.nasdaq.com/symbol/fbnk
FDEF,First Defiance Financial Corp.,49.61,$445.65M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fdef
FFBC,First Financial Bancorp.,28.4,$1.76B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffbc
FFBCW,First Financial Bancorp.,17.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffbcw
FFIN,"First Financial Bankshares, Inc.",44.8,$2.96B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffin
THFF,First Financial Corporation Indiana,46.5,$566.64M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/thff
FFNW,"First Financial Northwest, Inc.",20.69,$226.31M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffnw
FFWM,First Foundation Inc.,16.63,$543.06M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffwm
FGBI,"First Guaranty Bancshares, Inc.",24.59,$187.11M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fgbi
FHB,"First Hawaiian, Inc.",31.8,$4.44B,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/fhb
INBK,First Internet Bancorp,31.05,$201.14M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/inbk
